token,pos,syn_label,lemma,m_desc,m_type
reputability,n,H,no,PurityVirtue,9
respectabilities,n,H,no,PurityVirtue,9
respectability,n,H,no,PurityVirtue,9
sacred,adj,A,no,PurityVirtue,9
sacredly,adv,O,no,PurityVirtue,9
sacredness,n,O,no,PurityVirtue,9
sacrednesses,n,O,no,PurityVirtue,9
saint,n,O,no,PurityVirtue,9
saint,v,O,yes,PurityVirtue,9
saints,n,O,no,PurityVirtue,9
sanctified,adj,S,no,PurityVirtue,9
sanctitude,n,H,no,PurityVirtue,9
sanctitudes,n,H,no,PurityVirtue,9
sanctity,n,H,no,PurityVirtue,9
sanctum,n,S,no,PurityVirtue,9
sanctums,n,S,no,PurityVirtue,9
sanitariness,n,H,no,PurityVirtue,9
scavenge,v,S,yes,PurityVice,9
seemlier,adj,S,no,PurityVirtue,9
seemliest,adj,S,no,PurityVirtue,9
seemly,adj,S,no,PurityVirtue,9
sexual abstention,n,S,no,PurityVirtue,9
sexual abstentions,n,S,no,PurityVirtue,9
sexual moralities,n,S,no,PurityVirtue,9
sexual morality,n,S,no,PurityVirtue,9
sinless,adj,S,no,PurityVirtue,9
sinlessness,n,S,no,PurityVirtue,9
speckless,adj,S,no,PurityVirtue,9
spick-and-span,adj,S,no,PurityVirtue,9
sportsmanlike,adj,S,no,PurityVirtue,9
spotless,adj,S,no,PurityVirtue,9
stainless,n,O,no,PurityVirtue,9
stainless,adj,O,no,PurityVirtue,9
stainlesses,n,O,no,PurityVirtue,9
sterile,adj,O,no,PurityVirtue,9
sterileness,n,O,no,PurityVirtue,9
sterilisation,n,O,no,PurityVirtue,9
sterilisations,n,O,no,PurityVirtue,9
sterilise,v,O,yes,PurityVirtue,9
sterilised,adj,O,no,PurityVirtue,9
sterilities,n,S,no,PurityVirtue,9
sterility,n,S,no,PurityVirtue,9
sterilization,n,S,no,PurityVirtue,9
sterilizations,n,S,no,PurityVirtue,9
sterilize,v,S,yes,PurityVirtue,9
sterilized,adj,S,no,PurityVirtue,9
sublimate,adj,S,no,PurityVirtue,9
tame,v,S,yes,PurityVirtue,9
temperance,n,H,no,PurityVirtue,9
temperances,n,H,no,PurityVirtue,9
temperate,adj,A,no,PurityVirtue,9
the right way,adv,S,no,PurityVirtue,9
transparent,adj,S,no,PurityVirtue,9
unadulterated,adj,S,no,PurityVirtue,9
unclouded,adj,S,no,PurityVirtue,9
uncontaminating,adj,S,no,PurityVirtue,9
undefiled,adj,S,no,PurityVirtue,9
uninfected,adj,S,no,PurityVirtue,9
unities,n,S,no,PurityVirtue,9
unity,n,S,no,PurityVirtue,9
unobjectionable,adj,S,no,PurityVirtue,9
unstained,adj,A,no,PurityVirtue,9
unsullied,adj,S,no,PurityVirtue,9
untainted,adj,S,no,PurityVirtue,9
untarnished,adj,S,no,PurityVirtue,9
upright,adj,O,no,PurityVirtue,9
urbane,adj,S,no,PurityVirtue,9
vestal,adj,S,no,PurityVirtue,9
victual,n,H,no,PurityVirtue,9
victuals,n,H,no,PurityVirtue,9
virgin,adj,S,no,PurityVirtue,9
virgin,n,O,no,PurityVirtue,9
virginal,adj,S,no,PurityVirtue,9
virginal,n,O,no,PurityVirtue,9
virginals,n,O,no,PurityVirtue,9
virginities,n,O,no,PurityVirtue,9
virginity,n,O,no,PurityVirtue,9
virgins,n,O,no,PurityVirtue,9
virtue,n,H,no,PurityVirtue,9
virtues,n,H,no,PurityVirtue,9
virtuous,adj,A,no,PurityVirtue,9
virtuously,adv,S,no,PurityVirtue,9
wholeness,n,S,no,PurityVirtue,9
wholenesses,n,S,no,PurityVirtue,9
wholesome,adj,O,no,PurityVirtue,9
wholesomely,adv,O,no,PurityVirtue,9
wholesomeness,n,O,no,PurityVirtue,9
wholesomenesses,n,O,no,PurityVirtue,9
abhorrent,adj,S,no,PurityVice,10
abominably,adv,S,no,PurityVice,10
adulterant,n,O,no,PurityVice,10
adulterant,adj,O,no,PurityVice,10
adulterants,n,O,no,PurityVice,10
adulterate,v,O,yes,PurityVice,10
adulterate,adj,O,no,PurityVice,10
adulterated,adj,S,no,PurityVice,10
adulterating,adj,S,no,PurityVice,10
adulteration,n,O,no,PurityVice,10
adulterations,n,O,no,PurityVice,10
adulterator,n,S,no,PurityVice,10
adulterators,n,S,no,PurityVice,10
adulterer,n,H,no,PurityVice,10
adulterers,n,H,no,PurityVice,10
adulteress,n,S,no,PurityVice,10
adulteresses,n,S,no,PurityVice,10
adulteries,n,O,no,PurityVice,10
adulterine,adj,O,no,PurityVice,10
adulterous,adj,O,no,PurityVice,10
adultery,n,O,no,PurityVice,10
arrant,adj,S,no,PurityVice,10
arranter,adj,S,no,PurityVice,10
arrantest,adj,S,no,PurityVice,10
attaint,v,H,yes,PurityVice,10
bacchanal,n,S,no,PurityVice,10
bacchanalia,n,S,no,PurityVice,10
bacchanals,n,S,no,PurityVice,10
barf,v,S,yes,PurityVice,10
bawd,n,S,no,PurityVice,10
bawdiness,n,H,no,PurityVice,10
bawdinesses,n,H,no,PurityVice,10
bawds,n,S,no,PurityVice,10
be sick,v,S,yes,PurityVice,10
beat back,v,S,yes,PurityVice,10
bedfast,adj,S,no,PurityVice,10
bedrid,adj,S,no,PurityVice,10
bedridden,adj,S,no,PurityVice,10
befoul,v,S,yes,PurityVice,10
befoulment,n,S,no,PurityVice,10
befoulments,n,S,no,PurityVice,10
begrime,v,S,yes,PurityVice,10
bemire,v,S,yes,PurityVice,10
besmirched,adj,S,no,PurityVice,10
blasphemies,n,S,no,PurityVice,10
blasphemous,adj,S,no,PurityVice,10
blasphemy,n,S,no,PurityVice,10
blemish,n,O,no,PurityVice,10
blemish,v,O,yes,PurityVice,10
blemishes,n,O,no,PurityVice,10
blot,n,S,no,PurityVice,10
blots,n,S,no,PurityVice,10
blowsier,adj,S,no,PurityVice,10
blowsiest,adj,S,no,PurityVice,10
blowsy,adj,S,no,PurityVice,10
blowzier,adj,S,no,PurityVice,10
blowziest,adj,S,no,PurityVice,10
blowzy,adj,S,no,PurityVice,10
blunder,v,S,yes,PurityVice,10
brainsick,adj,S,no,PurityVice,10
bum,n,S,no,PurityVice,10
bums,n,S,no,PurityVice,10
cheating,adj,S,no,PurityVice,10
cloud,v,S,yes,PurityVice,10
coarse,adj,S,no,PurityVice,10
coarser,adj,S,no,PurityVice,10
coarsest,adj,S,no,PurityVice,10
cocotte,n,S,no,PurityVice,10
cocottes,n,S,no,PurityVice,10
colly,v,S,yes,PurityVice,10
contagion,n,O,no,PurityVice,10
contagions,n,O,no,PurityVice,10
contagious,adj,O,no,PurityVice,10
contagious disease,n,S,no,PurityVice,10
contagious diseases,n,S,no,PurityVice,10
contagiously,adv,O,no,PurityVice,10
contaminate,v,H,yes,PurityVice,10
contaminated,adj,S,no,PurityVice,10
contaminating,adj,S,no,PurityVice,10
contamination,n,S,no,PurityVice,10
contaminations,n,S,no,PurityVice,10
contractable,adj,S,no,PurityVice,10
coquet,v,H,yes,PurityVice,10
coquette,v,H,yes,PurityVice,10
corrupt,v,S,yes,PurityVice,10
corrupt,adj,S,no,PurityVice,10
corrupted,adj,S,no,PurityVice,10
corruption,n,S,no,PurityVice,10
corruptions,n,S,no,PurityVice,10
crap,n,S,no,PurityVice,10
craps,n,S,no,PurityVice,10
crazier,adj,S,no,PurityVice,10
craziest,adj,S,no,PurityVice,10
crazy,adj,S,no,PurityVice,10
criminal conversation,n,S,no,PurityVice,10
criminal conversations,n,S,no,PurityVice,10
crud,n,S,no,PurityVice,10
crude,adj,S,no,PurityVice,10
cruder,adj,S,no,PurityVice,10
crudest,adj,S,no,PurityVice,10
cruds,n,S,no,PurityVice,10
crying,adj,S,no,PurityVice,10
cyprian,n,S,no,PurityVice,10
cyprians,n,S,no,PurityVice,10
dally,v,H,yes,PurityVice,10
dark,n,S,no,PurityVice,10
darkness,n,S,no,PurityVice,10
darknesses,n,S,no,PurityVice,10
debase,v,S,yes,PurityVice,10
debased,adj,S,no,PurityVice,10
debasement,n,H,no,PurityVice,10
debasements,n,H,no,PurityVice,10
debaser,n,O,no,PurityVice,10
debasers,n,O,no,PurityVice,10
debauch,v,S,yes,PurityVice,10
debauch,n,S,no,PurityVice,10
debauched,adj,O,no,PurityVice,10
debauchee,n,H,no,PurityVice,10
debauchees,n,H,no,PurityVice,10
debaucher,n,O,no,PurityVice,10
debaucheries,n,O,no,PurityVice,10
debauchers,n,O,no,PurityVice,10
debauchery,n,O,no,PurityVice,10
debauches,n,S,no,PurityVice,10
deconsecrate,v,S,yes,PurityVice,10
deface,v,S,yes,PurityVice,10
defect,n,S,no,PurityVice,10
defectiveness,n,H,no,PurityVice,10
defectivenesses,n,H,no,PurityVice,10
defects,n,S,no,PurityVice,10
defile,n,O,no,PurityVice,10
defile,v,O,yes,PurityVice,10
defiled,adj,O,no,PurityVice,10
defilement,n,O,no,PurityVice,10
defilements,n,O,no,PurityVice,10
defiler,n,O,no,PurityVice,10
defilers,n,O,no,PurityVice,10
defiles,n,O,no,PurityVice,10
deflower,v,H,yes,PurityVice,10
degeneracies,n,S,no,PurityVice,10
degeneracy,n,S,no,PurityVice,10
degenerate,adj,S,no,PurityVice,10
degenerate,n,S,no,PurityVice,10
degenerates,n,S,no,PurityVice,10
degradation,n,H,no,PurityVice,10
degradations,n,H,no,PurityVice,10
degraded,adj,S,no,PurityVice,10
degrader,n,S,no,PurityVice,10
degraders,n,S,no,PurityVice,10
dejection,n,H,no,PurityVice,10
dejections,n,H,no,PurityVice,10
demented,adj,S,no,PurityVice,10
demoralise,v,S,yes,PurityVice,10
demoralize,v,S,yes,PurityVice,10
deplorable,adj,S,no,PurityVice,10
depravation,n,O,no,PurityVice,10
depravations,n,O,no,PurityVice,10
deprave,v,O,yes,PurityVice,10
depraved,adj,O,no,PurityVice,10
depravities,n,S,no,PurityVice,10
depravity,n,S,no,PurityVice,10
desecrate,v,S,yes,PurityVice,10
desecrated,adj,O,no,PurityVice,10
desecration,n,S,no,PurityVice,10
desecrations,n,S,no,PurityVice,10
despicable,adj,S,no,PurityVice,10
detestable,adj,S,no,PurityVice,10
detestably,adv,S,no,PurityVice,10
devalue,v,H,yes,PurityVice,10
devalued,adj,S,no,PurityVice,10
deviant,n,S,no,PurityVice,10
deviants,n,S,no,PurityVice,10
deviate,n,S,no,PurityVice,10
deviates,n,S,no,PurityVice,10
dingier,adj,S,no,PurityVice,10
dingiest,adj,S,no,PurityVice,10
dingy,adj,S,no,PurityVice,10
dirt,adj,O,no,PurityVice,10
dirtier,adj,S,no,PurityVice,10
dirtiest,adj,S,no,PurityVice,10
dirtily,adv,O,no,PurityVice,10
dirtiness,n,S,no,PurityVice,10
dirtinesses,n,S,no,PurityVice,10
dirty,adj,S,no,PurityVice,10
dirty,v,O,yes,PurityVice,10
dirty word,n,S,no,PurityVice,10
dirty words,n,S,no,PurityVice,10
dirty-minded,adj,O,no,PurityVice,10
discomfort,n,H,no,PurityVice,10
discomforts,n,H,no,PurityVice,10
disease,n,O,no,PurityVice,10
diseased,adj,O,no,PurityVice,10
diseases,n,O,no,PurityVice,10
disfigure,v,S,yes,PurityVice,10
disgorge,v,S,yes,PurityVice,10
disgrace,v,H,yes,PurityVice,10
disgust,n,O,no,PurityVice,10
disgust,v,O,yes,PurityVice,10
disgusted,adj,O,no,PurityVice,10
disgustedly,adv,O,no,PurityVice,10
disgustful,adj,O,no,PurityVice,10
disgusting,adj,S,no,PurityVice,10
disgustingly,adv,O,no,PurityVice,10
disgustingness,n,O,no,PurityVice,10
disgustingnesses,n,O,no,PurityVice,10
disgusts,n,O,no,PurityVice,10
dishonour,v,H,yes,PurityVice,10
dislike,n,H,no,PurityVice,10
dislikes,n,H,no,PurityVice,10
displease,v,H,yes,PurityVice,10
dissipated,adj,S,no,PurityVice,10
dissolute,adj,S,no,PurityVice,10
distasteful,adj,S,no,PurityVice,10
distastefully,adv,S,no,PurityVice,10
distastefulness,n,S,no,PurityVice,10
distastefulnesses,n,S,no,PurityVice,10
distracted,adj,S,no,PurityVice,10
disturbed,adj,S,no,PurityVice,10
drifter,n,H,no,PurityVice,10
drifters,n,H,no,PurityVice,10
drive back,v,S,yes,PurityVice,10
drunken revelries,n,S,no,PurityVice,10
drunken revelry,n,S,no,PurityVice,10
egest,v,H,yes,PurityVice,10
egregious,adj,S,no,PurityVice,10
evildoer,n,S,no,PurityVice,10
evildoers,n,S,no,PurityVice,10
evilly,adv,S,no,PurityVice,10
excrete,v,H,yes,PurityVice,10
execrable,adj,S,no,PurityVice,10
expend,v,H,yes,PurityVice,10
exploitation,n,O,no,PurityVice,10
exploitations,n,O,no,PurityVice,10
exploitative,adj,O,no,PurityVice,10
exploitatory,adj,S,no,PurityVice,10
exploitive,adj,S,no,PurityVice,10
extramarital,adj,S,no,PurityVice,10
extramarital,n,H,no,PurityVice,10
extramaritals,n,H,no,PurityVice,10
extravagant,adj,S,no,PurityVice,10
faecal,adj,H,no,PurityVice,10
faeces,n,H,no,PurityVice,10
fancy woman,n,S,no,PurityVice,10
fancy women,n,S,no,PurityVice,10
fault,n,H,no,PurityVice,10
faultiness,n,H,no,PurityVice,10
faultinesses,n,H,no,PurityVice,10
faults,n,H,no,PurityVice,10
fecal,adj,H,no,PurityVice,10
feces,n,H,no,PurityVice,10
fed up,adj,S,no,PurityVice,10
fight off,v,S,yes,PurityVice,10
filth,n,S,no,PurityVice,10
filthier,adj,S,no,PurityVice,10
filthiest,adj,S,no,PurityVice,10
filthily,adv,S,no,PurityVice,10
filthiness,n,S,no,PurityVice,10
filthinesses,n,S,no,PurityVice,10
filths,n,S,no,PurityVice,10
filthy,adj,S,no,PurityVice,10
flagrant,adj,S,no,PurityVice,10
flaw,v,S,yes,PurityVice,10
floater,n,H,no,PurityVice,10
floaters,n,H,no,PurityVice,10
flyblown,adj,S,no,PurityVice,10
force back,v,S,yes,PurityVice,10
fornicate,v,H,yes,PurityVice,10
fornication,n,S,no,PurityVice,10
fornications,n,S,no,PurityVice,10
fornicator,n,H,no,PurityVice,10
fornicators,n,H,no,PurityVice,10
fornicatress,n,S,no,PurityVice,10
fornicatresses,n,S,no,PurityVice,10
foul,adj,S,no,PurityVice,10
foul,v,S,yes,PurityVice,10
foulness,n,S,no,PurityVice,10
foulnesses,n,S,no,PurityVice,10
ghastlier,adj,S,no,PurityVice,10
ghastliest,adj,S,no,PurityVice,10
ghastly,adj,S,no,PurityVice,10
gimcrack,adj,S,no,PurityVice,10
glaring,adj,S,no,PurityVice,10
goof,v,S,yes,PurityVice,10
gossip,n,H,no,PurityVice,10
gossips,n,H,no,PurityVice,10
grim,adj,S,no,PurityVice,10
grime,n,S,no,PurityVice,10
grime,v,S,yes,PurityVice,10
grimmer,adj,S,no,PurityVice,10
grimmest,adj,S,no,PurityVice,10
grislier,adj,S,no,PurityVice,10
grisliest,adj,S,no,PurityVice,10
grisly,adj,S,no,PurityVice,10
gross,adj,O,no,PurityVice,10
gross out,v,S,yes,PurityVice,10
grosser,adj,O,no,PurityVice,10
grossest,adj,O,no,PurityVice,10
gruesome,adj,S,no,PurityVice,10
grunge,n,S,no,PurityVice,10
grunges,n,S,no,PurityVice,10
guiltier,adj,A,no,PurityVice,10
guiltiest,adj,A,no,PurityVice,10
guilty,adj,A,no,PurityVice,10
hapless,adj,S,no,PurityVice,10
harlot,n,S,no,PurityVice,10
harlotries,n,S,no,PurityVice,10
harlotry,n,S,no,PurityVice,10
harlots,n,S,no,PurityVice,10
hell,n,S,no,PurityVice,10
hells,n,S,no,PurityVice,10
hideous,adj,S,no,PurityVice,10
hobo,n,S,no,PurityVice,10
hobos,n,S,no,PurityVice,10
horror,n,S,no,PurityVice,10
horrors,n,S,no,PurityVice,10
hussies,n,S,no,PurityVice,10
hussy,n,S,no,PurityVice,10
ill,adj,S,no,PurityVice,10
ill,n,H,no,PurityVice,10
iller,adj,S,no,PurityVice,10
illest,adj,S,no,PurityVice,10
ill-gotten,adj,S,no,PurityVice,10
illness,n,H,no,PurityVice,10
illnesses,n,H,no,PurityVice,10
ills,n,H,no,PurityVice,10
immodesties,n,A,no,PurityVice,10
immodesty,n,A,no,PurityVice,10
impieties,n,O,no,PurityVice,10
impiety,n,O,no,PurityVice,10
impious,adj,O,no,PurityVice,10
impiousness,n,S,no,PurityVice,10
impish,adj,S,no,PurityVice,10
implike,adj,S,no,PurityVice,10
improperness,n,H,no,PurityVice,10
improprieties,n,S,no,PurityVice,10
impropriety,n,S,no,PurityVice,10
impure,adj,S,no,PurityVice,10
impureness,n,H,no,PurityVice,10
impurities,n,H,no,PurityVice,10
impurity,n,H,no,PurityVice,10
indecencies,n,O,no,PurityVice,10
indecency,n,O,no,PurityVice,10
indecent,adj,O,no,PurityVice,10
indecently,adv,O,no,PurityVice,10
indecorous,adj,S,no,PurityVice,10
indiscriminately,adv,S,no,PurityVice,10
infect,v,S,yes,PurityVice,10
infection,n,S,no,PurityVice,10
infections,n,S,no,PurityVice,10
infectiously,adv,S,no,PurityVice,10
inferiorities,n,H,no,PurityVice,10
inferiority,n,H,no,PurityVice,10
iniquitous,adj,S,no,PurityVice,10
intemperate,adj,O,no,PurityVice,10
jade,n,S,no,PurityVice,10
jades,n,S,no,PurityVice,10
ladies of pleasure,n,S,no,PurityVice,10
lady of pleasure,n,S,no,PurityVice,10
lascivious,adj,S,no,PurityVice,10
lax,adj,O,no,PurityVice,10
laxer,adj,O,no,PurityVice,10
laxest,adj,O,no,PurityVice,10
lewd,adj,O,no,PurityVice,10
lewder,adj,O,no,PurityVice,10
lewdest,adj,O,no,PurityVice,10
lewdly,adv,O,no,PurityVice,10
lewdness,n,H,no,PurityVice,10
libertine,n,H,no,PurityVice,10
libertine,adj,S,no,PurityVice,10
libertines,n,H,no,PurityVice,10
libidinous,adj,S,no,PurityVice,10
licentiously,adv,S,no,PurityVice,10
loathly,adj,S,no,PurityVice,10
loathsome,adj,S,no,PurityVice,10
loathsomeness,n,S,no,PurityVice,10
loathsomenesses,n,S,no,PurityVice,10
loose woman,n,S,no,PurityVice,10
loose women,n,S,no,PurityVice,10
lousier,adj,S,no,PurityVice,10
lousiest,adj,S,no,PurityVice,10
lousiness,n,S,no,PurityVice,10
lousy,adj,S,no,PurityVice,10
lustful,adj,S,no,PurityVice,10
macabre,adj,S,no,PurityVice,10
maculate,v,S,yes,PurityVice,10
maculate,adj,S,no,PurityVice,10
mad,adj,S,no,PurityVice,10
madder,adj,S,no,PurityVice,10
maddest,adj,S,no,PurityVice,10
maladies,n,H,no,PurityVice,10
malady,n,H,no,PurityVice,10
malicious gossip,n,S,no,PurityVice,10
malicious gossips,n,S,no,PurityVice,10
mar,n,S,no,PurityVice,10
marked-up,adj,S,no,PurityVice,10
mars,n,S,no,PurityVice,10
meretricious,adj,S,no,PurityVice,10
misbehavior,n,H,no,PurityVice,10
misbehaviors,n,H,no,PurityVice,10
misbehaviour,n,H,no,PurityVice,10
misbehaviours,n,H,no,PurityVice,10
mischievous,adj,S,no,PurityVice,10
miscreant,n,H,no,PurityVice,10
miscreants,n,H,no,PurityVice,10
misdeed,n,H,no,PurityVice,10
misdeeds,n,H,no,PurityVice,10
misdirect,v,S,yes,PurityVice,10
miserable,adj,S,no,PurityVice,10
miserableness,n,S,no,PurityVice,10
miserablenesses,n,S,no,PurityVice,10
miserabler,adj,S,no,PurityVice,10
miserablest,adj,S,no,PurityVice,10
miseries,n,S,no,PurityVice,10
misery,n,S,no,PurityVice,10
misfortunate,adj,S,no,PurityVice,10
mistake,n,H,no,PurityVice,10
mistakes,n,H,no,PurityVice,10
morbid,adj,S,no,PurityVice,10
morbider,adj,S,no,PurityVice,10
morbidiest,adj,S,no,PurityVice,10
mortal,n,H,no,PurityVice,10
mortals,n,H,no,PurityVice,10
muddied,adj,S,no,PurityVice,10
muddier,adj,S,no,PurityVice,10
muddiest,adj,S,no,PurityVice,10
muddy,adj,S,no,PurityVice,10
nastier,adj,S,no,PurityVice,10
nastiest,adj,S,no,PurityVice,10
nastiness,n,S,no,PurityVice,10
nastinesses,n,S,no,PurityVice,10
nasty,adj,S,no,PurityVice,10
nausea,n,S,no,PurityVice,10
nauseae,n,S,no,PurityVice,10
nauseate,v,S,yes,PurityVice,10
nauseated,v,S,yes,PurityVice,10
nauseated,adj,S,no,PurityVice,10
nauseating,adj,S,no,PurityVice,10
nauseatingness,n,S,no,PurityVice,10
nauseatingnesses,n,S,no,PurityVice,10
nauseous,adj,S,no,PurityVice,10
nefariousness,n,H,no,PurityVice,10
obscene,adj,S,no,PurityVice,10
obscenely,adv,S,no,PurityVice,10
obscener,adj,S,no,PurityVice,10
obscenest,adj,S,no,PurityVice,10
obscenities,n,H,no,PurityVice,10
obscenity,n,H,no,PurityVice,10
odiously,adv,S,no,PurityVice,10
odiousness,n,H,no,PurityVice,10
odiousnesses,n,H,no,PurityVice,10
ordure,n,H,no,PurityVice,10
ordures,n,H,no,PurityVice,10
orgies,n,S,no,PurityVice,10
orgy,n,S,no,PurityVice,10
pallid,adj,S,no,PurityVice,10
pallider,adj,S,no,PurityVice,10
pallidest,adj,S,no,PurityVice,10
pathetic,adj,S,no,PurityVice,10
pathologic,adj,S,no,PurityVice,10
pathological,adj,S,no,PurityVice,10
perverse,adj,S,no,PurityVice,10
perverser,adj,S,no,PurityVice,10
perversest,adj,S,no,PurityVice,10
pervert,v,S,yes,PurityVice,10
pervert,n,O,no,PurityVice,10
perverted,adj,S,no,PurityVice,10
perverts,n,O,no,PurityVice,10
pestiferous,adj,S,no,PurityVice,10
philander,v,H,yes,PurityVice,10
piddle,v,S,yes,PurityVice,10
piddle away,v,S,yes,PurityVice,10
piteous,adj,S,no,PurityVice,10
pitiable,adj,S,no,PurityVice,10
pitiful,adj,S,no,PurityVice,10
pitifuller,adj,S,no,PurityVice,10
pitifullest,adj,S,no,PurityVice,10
pixilated,adj,S,no,PurityVice,10
pollute,v,H,yes,PurityVice,10
polluter,n,S,no,PurityVice,10
polluters,n,S,no,PurityVice,10
poop,n,S,no,PurityVice,10
poops,n,S,no,PurityVice,10
poor,adj,S,no,PurityVice,10
poorer,adj,S,no,PurityVice,10
poorest,adj,S,no,PurityVice,10
porcine,adj,S,no,PurityVice,10
prankish,adj,S,no,PurityVice,10
prodigal,n,S,no,PurityVice,10
prodigal,adj,S,no,PurityVice,10
prodigals,n,S,no,PurityVice,10
profanation,n,O,no,PurityVice,10
profanations,n,O,no,PurityVice,10
profanatory,adj,O,no,PurityVice,10
profane,v,S,yes,PurityVice,10
profane,adj,O,no,PurityVice,10
profaned,adj,O,no,PurityVice,10
profanely,adv,O,no,PurityVice,10
profaneness,n,O,no,PurityVice,10
profaner,adj,O,no,PurityVice,10
profanest,adj,O,no,PurityVice,10
profanities,n,O,no,PurityVice,10
profanity,n,O,no,PurityVice,10
profligate,adj,S,no,PurityVice,10
profligate,n,O,no,PurityVice,10
profligates,n,O,no,PurityVice,10
promiscuities,n,O,no,PurityVice,10
promiscuity,n,O,no,PurityVice,10
promiscuous,adj,S,no,PurityVice,10
promiscuously,adv,O,no,PurityVice,10
promiscuousness,n,S,no,PurityVice,10
prostitute,n,S,no,PurityVice,10
prostitute,v,O,yes,PurityVice,10
prostitutes,n,S,no,PurityVice,10
prostitution,n,O,no,PurityVice,10
prostitutions,n,O,no,PurityVice,10
puckish,adj,S,no,PurityVice,10
puke,v,S,yes,PurityVice,10
push back,v,S,yes,PurityVice,10
putrefaction,n,S,no,PurityVice,10
putrefactions,n,S,no,PurityVice,10
queasier,adj,S,no,PurityVice,10
queasiest,adj,S,no,PurityVice,10
queasy,adj,S,no,PurityVice,10
rakehell,n,S,no,PurityVice,10
rakehells,n,S,no,PurityVice,10
raunchier,adj,S,no,PurityVice,10
raunchiest,adj,S,no,PurityVice,10
raunchy,adj,S,no,PurityVice,10
ravisher,n,S,no,PurityVice,10
ravishers,n,S,no,PurityVice,10
rebuff,n,S,no,PurityVice,10
rebuff,v,S,yes,PurityVice,10
rebuffs,n,S,no,PurityVice,10
regorge,v,S,yes,PurityVice,10
regurgitate,v,S,yes,PurityVice,10
repel,v,S,yes,PurityVice,10
repellant,adj,S,no,PurityVice,10
repellent,adj,S,no,PurityVice,10
repelling,adj,S,no,PurityVice,10
reprobate,adj,S,no,PurityVice,10
reprobate,n,H,no,PurityVice,10
reprobates,n,H,no,PurityVice,10
repugnance,n,S,no,PurityVice,10
repugnances,n,S,no,PurityVice,10
repugnant,adj,S,no,PurityVice,10
repulse,v,H,yes,PurityVice,10
repulse,n,O,no,PurityVice,10
repulses,n,O,no,PurityVice,10
repulsion,n,O,no,PurityVice,10
repulsions,n,O,no,PurityVice,10
repulsive,adj,O,no,PurityVice,10
repulsive force,n,S,no,PurityVice,10
repulsive forces,n,S,no,PurityVice,10
repulsively,adv,O,no,PurityVice,10
repulsiveness,n,O,no,PurityVice,10
repulsivenesses,n,O,no,PurityVice,10
retch,v,S,yes,PurityVice,10
revolt,v,S,yes,PurityVice,10
revolting,adj,S,no,PurityVice,10
revoltingly,adv,S,no,PurityVice,10
revulsion,n,S,no,PurityVice,10
revulsions,n,S,no,PurityVice,10
rouanez,n,S,no,PurityVice,10
roue,n,S,no,PurityVice,10
rounder,n,H,no,PurityVice,10
rounders,n,H,no,PurityVice,10
rubbishy,adj,S,no,PurityVice,10
sacrilege,n,S,no,PurityVice,10
sacrileges,n,S,no,PurityVice,10
sacrilegious,adj,S,no,PurityVice,10
salacious,adj,S,no,PurityVice,10
salaciousness,n,H,no,PurityVice,10
salaciousnesses,n,H,no,PurityVice,10
salacity,n,H,no,PurityVice,10
saturnalia,n,S,no,PurityVice,10
saturnalias,n,S,no,PurityVice,10
scandal,n,S,no,PurityVice,10
scandals,n,S,no,PurityVice,10
scuttlebutt,n,H,no,PurityVice,10
scuttlebutts,n,H,no,PurityVice,10
sensualist,n,H,no,PurityVice,10
sensualists,n,H,no,PurityVice,10
severe,adj,S,no,PurityVice,10
severer,adj,S,no,PurityVice,10
severest,adj,S,no,PurityVice,10
shame,v,H,yes,PurityVice,10
shit,n,S,no,PurityVice,10
shite,n,S,no,PurityVice,10
shites,n,S,no,PurityVice,10
shits,n,S,no,PurityVice,10
sick,adj,S,no,PurityVice,10
sick,n,O,no,PurityVice,10
sick,v,O,yes,PurityVice,10
sick of,adj,S,no,PurityVice,10
sick-abed,adj,O,no,PurityVice,10
sicken,v,S,yes,PurityVice,10
sickening,adj,O,no,PurityVice,10
sickeningly,adv,S,no,PurityVice,10
sicker,adj,S,no,PurityVice,10
sickest,adj,S,no,PurityVice,10
sickish,adj,S,no,PurityVice,10
sickly,adv,O,no,PurityVice,10
sickness,n,H,no,PurityVice,10
sicknesses,n,H,no,PurityVice,10
sin,n,O,no,PurityVice,10
sin,v,O,yes,PurityVice,10
sinful,adj,O,no,PurityVice,10
sinfulness,n,S,no,PurityVice,10
sinfulnesses,n,S,no,PurityVice,10
sinned,v,O,yes,PurityVice,10
sinner,n,O,no,PurityVice,10
sinners,n,O,no,PurityVice,10
sinning,adj,O,no,PurityVice,10
sinning,v,O,yes,PurityVice,10
sins,n,O,no,PurityVice,10
skank,n,S,no,PurityVice,10
skankier,adj,S,no,PurityVice,10
skankiest,adj,S,no,PurityVice,10
skanks,n,S,no,PurityVice,10
skanky,adj,S,no,PurityVice,10
slack,adj,S,no,PurityVice,10
slacker,adj,S,no,PurityVice,10
slackest,adj,S,no,PurityVice,10
slattern,n,S,no,PurityVice,10
slatternliness,n,S,no,PurityVice,10
slatternly,adj,S,no,PurityVice,10
slatterns,n,S,no,PurityVice,10
sleeping around,n,S,no,PurityVice,10
slimier,adj,S,no,PurityVice,10
slimiest,adj,S,no,PurityVice,10
sliminess,n,S,no,PurityVice,10
sliminesses,n,S,no,PurityVice,10
slimy,adj,S,no,PurityVice,10
